town_name_show,CITY_NAME_from_master,S_NAME_from_master,TOWN_CODE_11,dist_km,LON,LAT,社会医療法人社団さつき会 袖ケ浦さつき台病院,姉崎駅前クリニックカンティー,医療法人新都市医療研究会「君津」会 玄々堂君津病院,帝京大学ちば総合医療センター,医療法人社団君津あすなろ会 あすなろクリニック,大和クリニック,医療法人社団 邦清会 木更津東邦病院,みるみる内科と在宅クリニック木更津,医療法人知真会 木更津内科クリニック,おかもと医院,社会医療法人社団同仁会 木更津病院,医療法人社団慈協会 市原メディカルキュア,医療法人 鎗田病院,医療法人萩仁会 萩原病院,医療法人社団ほたるの博優会 ほたるのセントラル内科,医療法人社団伍光会 君津在宅診療所,医療法人社団 恒久会 山口医院,千葉県循環器病センター,医療法人社団重光会 君津山の手病院,医療法人社団俊和会 中西整形外科,なかのクリニック,医療法人社団健誠会 Kenクリニック,社会医療法人社団同仁会 木更津メンタルクリニック,医療法人社団緑祐会 永野病院,医療法人社団養真会 上総記念病院,医療法人社団心健会 きみつ心療クリニック,コンフォート君津クリニック,医療法人社団志仁会 薬丸病院,医療法人社団 山田医院,医療法人社団明敬会重城病院,きっかわクリニック,医療法人社団桜周会 谷川クリニック,医療法人社団 健恵生会 酒井医院,医療法人社団がうら会 よしだ胃腸内科クリニック,五味クリニック,医療法人社団健洋会 貝渕クリニック,きさらづ循環器内科・外科,医療法人社団吉祥会 加藤病院,医療法人社団周晴会 鈴木病院,医療法人社団 至誠心会 古賀診療所,医療法人社団総星会 袖ケ浦クリニック,すずらんクリニック,医療法人社団志成会 ロイヤルクリニック,医療法人社団 松清医院,医療法人社団マグノリア会 よこすか医院,医療法人社団 雄成会 中村医院,茂田大和田クリニック,医療法人社団 仁治会 袖ヶ浦どんぐりクリニック,犬丸内科皮膚科クリニック,医療法人社団今城会 君津クリニック,医療法人社団福徳会 福王台外科内科,医療法人社団朗真会 四ツ谷医院,医療法人白百合会 市原メンタルクリニック,有秋台医院,蔵波台ハートクリニック,医療法人社団明竹会竹内基クリニック,吉田メディカルクリニック,医療法人社団 恒久会 さざなみクリニック,君津サンクリニック,君津市国保小櫃診療所
袖ケ浦市上宮田,袖ケ浦市,上宮田,12229068000,4.887843198062112,140.01284706856757,35.352048057085035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0
君津市かずさ小糸,君津市,かずさ小糸,12225146000,5.3271245233893065,139.99618690694913,35.315795217994356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
袖ケ浦市下根岸,袖ケ浦市,下根岸,12229060000,5.4286784701612465,140.03172598240064,35.36904082275767,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
木更津市かずさ鎌足三丁目,木更津市,かずさ鎌足三丁目,12206562003,5.551243729694021,139.99291842829987,35.32247116161477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
袖ケ浦市下宮田,袖ケ浦市,下宮田,12229069000,5.621042848419753,140.0055436801952,35.35517759697434,0.0,0.0,0.0,19.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
木更津市大稲,木更津市,大稲,12206801000,5.630966151815888,140.06383065018377,35.37376710245911,220.0,565.0,0.0,0.0,0.0,42.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,110.0,0.0,0.0,0.0,0.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0
袖ケ浦市大竹,袖ケ浦市,大竹,12229064000,5.656324409768553,140.01958788503578,35.366130737905664,0.0,27.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
木更津市真里谷,木更津市,真里谷,12206808000,5.708759119722745,140.09322749382446,35.36395924593147,676.0,487.0,60.0,454.0,0.0,666.0,1426.0,804.0,75.0,486.0,60.0,30.0,30.0,352.0,362.0,0.0,80.0,0.0,66.0,432.0,52.0,0.0,0.0,0.0,69.0,31.0,0.0,35.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,293.0,120.0,191.0,123.0,0.0,30.0,165.0,48.0,0.0,4976.0,0.0,32.0,31.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
君津市山滝野,君津市,山滝野,12225123000,5.772308995281074,140.0416156569052,35.27285026055187,0.0,0.0,429.0,0.0,36.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
木更津市かずさ鎌足二丁目,木更津市,かずさ鎌足二丁目,12206562002,5.834734030997424,139.99046361851268,35.331440371119996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
市原市万田野,市原市,万田野,12219254000,5.920422011419343,140.1193437201288,35.32379798395154,395.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
君津市浦田,君津市,浦田,12225111000,5.973192064740903,140.08260272550294,35.27533966943553,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
君津市平山,君津市,平山,12225122000,6.00212335723927,140.07057586434146,35.27148066781767,0.0,0.0,73.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
君津市川谷,君津市,川谷,12225113000,6.041655854212845,140.1081719617005,35.29206715716208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
木更津市かずさ鎌足一丁目,木更津市,かずさ鎌足一丁目,12206562001,6.116343791372502,139.9911710813624,35.343534450641215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
君津市小糸大谷,君津市,小糸大谷,12225070000,6.1572869099391925,139.98764257112754,35.31248516084063,0.0,0.0,33.0,0.0,18.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
袖ケ浦市阿部,袖ケ浦市,阿部,12229061000,6.244659379101542,140.02768415978625,35.375621046479644,90.0,27.0,0.0,93.0,0.0,84.0,275.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
袖ケ浦市百目木,袖ケ浦市,百目木,12229055000,6.248077445080511,140.03938007405475,35.37864941145441,482.0,0.0,0.0,217.0,0.0,309.0,52.0,0.0,66.0,125.0,66.0,66.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,46.0,50.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,56.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0
君津市糸川,君津市,糸川,12225062000,6.343489864722395,140.00524202650473,35.282943242363274,92.0,76.0,111.0,0.0,119.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,48.0,260.0,320.0,0.0,0.0,196.0,0.0,37.0,0.0,0.0,0.0,0.0,82.0,88.0,0.0,0.0,38.0,268.0,366.0,453.0,0.0,0.0,0.0,0.0,48.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,96.0,0.0,0.0,0.0
